timestamp,mae,rmse,mape,bias,n_train,n_holdout
20260405042303,5556.284375650629,10081.849193848391,79.45551859628372,-284.07201865420353,631,317
20260405052258,5556.284375650629,10081.849193848391,79.45551859628372,-284.07201865420353,631,317
20260405062344,4266.643881287308,8307.931604007039,53.78660944579136,-928.344219427804,862,91
20260405072345,4266.643881287308,8307.931604007039,53.78660944579136,-928.344219427804,862,91
20260405082346,5662.930178157488,9848.488085947354,66.95463448752541,-747.8417603068294,800,155
20260405092319,5630.296784002978,9202.991569323643,71.99605724493586,-427.901919702156,779,178
20260405102344,5427.744322253104,8832.357551335142,64.11119747551018,-515.4567297572517,762,195
20260405112356,4818.944530855993,8699.664054530791,56.12911065478144,-346.00673265868033,747,211
20260405122345,4912.708260840894,9071.76162551626,55.88074154492149,-465.1789448582244,730,228
20260405132346,4912.708260840894,9071.76162551626,55.88074154492149,-465.1789448582244,730,228
20260405142351,5047.70629031225,9079.281044324944,59.77576611521837,-118.953142505248,715,244
20260405152340,5047.70629031225,9079.281044324944,59.77576611521837,-118.953142505248,715,244
20260405162332,5465.185819183087,9202.50483631832,67.26290895996466,-373.8836776780551,697,263
20260405172321,4998.750969943033,9407.429428538178,62.730233815190736,312.5835219066471,692,269
20260405182409,4977.524893429552,9304.21977947396,59.05306806173457,-56.82679003590222,688,276
20260405192317,5764.830213173422,9433.290251399205,80.05853180849299,-11.617940719307631,684,282
20260405202319,5444.904817916106,9174.61500342914,69.16755640940076,-231.79878752655208,681,286
20260405212310,5444.904817916106,9174.61500342914,69.16755640940076,-231.79878752655208,681,286
20260405222316,5072.709761783219,9406.74893452873,63.1155937448377,-147.1142147189274,677,292
20260405232311,5023.723795172586,10319.24299350011,56.07451944019451,-647.2844256703307,674,295
20260406002338,5001.50672518212,10088.509273347096,60.79967459753991,-154.76842392392325,671,298
20260406012326,5617.406938564292,10050.391734702082,73.43164538916797,-386.91404625832166,670,300
20260406022328,5617.406938564292,10050.391734702082,73.43164538916797,-386.91404625832166,670,300
20260406032321,5606.424228528393,10034.66280328035,73.29595133419082,-392.41618856917984,670,301
20260406042317,5606.424228528393,10034.66280328035,73.29595133419082,-392.41618856917984,670,301
20260406052404,5649.7108388467705,10377.37896618635,59.575616389117926,406.8987838104799,923,49
20260406062410,6792.467846012104,12126.609838916154,74.17545960761595,-1500.8631030493198,882,91
20260406072435,7103.177563314248,15764.349365284928,90.27848754675176,-553.6046713209197,846,128
20260406082407,6041.889613806214,13474.991224869716,76.42402811544879,167.4291517073085,814,160
20260406092405,5704.244197965591,13020.843772785423,73.02897317727609,93.3454158700708,791,183
20260406102343,5552.799284077705,12472.12875439052,69.97970719612681,266.2758298018163,773,202
20260406112344,5189.951588786541,11824.41697192018,64.63680287740819,-255.88917531047625,756,219
20260406122353,6151.004694353312,12800.838360942693,86.40412946165102,21.672577483868004,745,231
20260406132346,9744.19486953836,14539.61166005293,193.699581096052,6750.836092485725,741,235
20260406142407,8941.616390155203,13902.735898854218,168.85878871963897,5411.700972369765,735,246
20260406152332,6022.305936802627,12066.7870660156,75.13695889202012,-297.5450783288103,727,259
20260406162330,5352.186826176827,11338.293324488865,63.765497803060846,68.67233390663007,716,276
20260406172337,5178.516376584496,11197.656449414117,64.46126957620153,109.65650350654056,714,281
20260406182346,5178.516376584496,11197.656449414117,64.46126957620153,109.65650350654056,714,281
20260406192340,13026.204065487196,15913.11094276579,260.8117793074467,11319.729525353028,709,293
20260406202347,5932.135103281211,11511.128359697444,76.19284013601715,-329.5810989101522,706,299
20260406212344,5783.752933403468,11120.067329224588,75.62988342464189,-273.2226596720806,704,303
20260406222337,5143.996146894345,10988.49192724161,61.99744005620187,-128.30537379482683,700,308
20260406232328,5143.996146894345,10988.49192724161,61.99744005620187,-128.30537379482683,700,308
20260407002331,5151.809359820892,10973.355532236808,62.95407704008483,-91.66686676873478,700,310
20260407012322,5520.655988121943,11201.24914702583,74.27895579709059,-201.28207201950408,699,313
20260407022318,5886.847280972507,11353.257495895368,76.5743485780771,-218.3306774946638,697,316
20260407032322,5886.847280972507,11353.257495895368,76.5743485780771,-218.3306774946638,697,316
20260407042323,5539.89779696195,11029.669089148832,74.47400444037943,-23.62379241811437,695,324
20260407052602,5258.58885043028,11860.66652499522,49.06193918746148,-1390.764696337333,969,50
20260407062445,5701.799544383176,16112.26845089854,107.15545200972716,1398.1593933238375,928,91
20260407072421,5066.36075751607,12722.677059863674,83.89004126240661,1044.4341074911576,894,126
20260407082347,5062.66516730584,11822.998618593923,76.40440848951026,1211.6789345606485,865,155
20260407092403,5333.391672789137,11948.78546692468,86.8839470181628,1181.7953465014332,842,178
20260407102409,5333.391672789137,11948.78546692468,86.8839470181628,1181.7953465014332,842,178
20260407112344,5333.391672789137,11948.78546692468,86.8839470181628,1181.7953465014332,842,178
20260407122341,5009.936568926516,11152.98013898326,64.18865928929793,228.41104024453256,796,224
20260407132345,5344.630499927588,10972.974145222352,83.13682263100776,1158.7679610600512,787,233
20260407142326,5723.341523145285,11714.15221943987,56.637942810456366,-3068.2296232462663,779,244
20260407152348,5388.3499261190245,11034.698786506222,76.29298495754907,1429.8652058150765,772,250
20260407162420,5493.639110582609,11185.713834524346,80.92571232978429,749.2275080908557,768,255
20260407172409,5061.551139008897,11063.532272920183,64.47482174502335,130.40860653964847,759,265
20260407182356,4995.635049465716,10807.635527050496,64.43598845673958,-20.23618924792895,754,271
20260407192354,4995.635049465716,10807.635527050496,64.43598845673958,-20.23618924792895,754,271
20260407202357,5194.572691119537,10938.916428259789,66.4775072442945,227.28183910427424,747,280
20260407212344,5038.078110372037,10896.603594926502,65.65157414532632,57.26887009040306,746,283
20260407222353,5015.624428836001,10859.91198127858,65.48481625624211,58.46567763850469,746,285
20260407232321,7131.783688690122,11848.563560627928,136.84552355991622,3849.7341935230456,744,289
20260408002330,7131.783688690122,11848.563560627928,136.84552355991622,3849.7341935230456,744,289
20260408012330,5288.2988286572645,10819.107069646334,76.10966169426347,366.4179578573349,742,291
20260408022326,4886.107937086332,10654.266437747638,61.01728928621234,-119.39250259094842,741,292
20260408032330,4886.107937086332,10654.266437747638,61.01728928621234,-119.39250259094842,741,292
20260408042330,4866.873027161435,10620.203091122965,60.81072017216928,-120.67946637010115,741,294
20260408052513,3681.71784251521,5658.778029643852,55.10071337706643,413.6277574055098,985,50
20260408062449,5107.854104084915,8412.287950118103,61.77113601961172,-252.8531792379885,946,90
20260408072439,8571.173667099585,15665.010755983025,184.15368396032648,5317.807777503325,915,121
20260408082433,8571.173667099585,15665.010755983025,184.15368396032648,5317.807777503325,915,121
20260408092404,5225.175589629484,11303.898610714605,71.36202807243343,494.0422467592256,867,169
20260408102413,5429.4784886599045,11730.36976583976,85.85793392886494,710.5992505337198,845,192
20260408112421,5001.11334416129,10237.304191248146,75.00134467479825,757.5157762836081,826,211
20260408112951,5001.11334416129,10237.304191248146,75.00134467479825,757.5157762836081,826,211
20260408122353,5045.326709127779,10291.915081115623,75.77207255930179,1125.1836626157778,816,222
20260408132352,5045.326709127779,10291.915081115623,75.77207255930179,1125.1836626157778,816,222
20260408142347,5575.166233524953,11123.23856901757,83.96423460380643,593.4277988622003,798,241
20260408152335,4895.020172160839,10366.015781784428,69.16428202295151,707.2348289759753,793,247
20260408162340,4895.020172160839,10366.015781784428,69.16428202295151,707.2348289759753,793,247
20260408172337,4895.020172160839,10366.015781784428,69.16428202295151,707.2348289759753,793,247
20260408182337,4895.020172160839,10366.015781784428,69.16428202295151,707.2348289759753,793,247
20260408192358,6894.851715840643,12456.927841768971,62.07662827337342,-5642.595278101308,773,268
20260408202348,5370.910881644162,11014.299012067664,77.73331283716016,521.4900564960752,770,270
20260408212351,5351.226949405092,10986.149987389985,77.42213824320116,420.17482606793936,767,274
20260408222357,5459.271271246403,11128.492910283416,80.10828650810683,535.248537793405,766,275
20260408232338,5459.271271246403,11128.492910283416,80.10828650810683,535.248537793405,766,275
20260409002337,5499.144931578097,10838.446480095445,82.29331314029577,791.5921502002413,764,280
20260409012335,5499.144931578097,10838.446480095445,82.29331314029577,791.5921502002413,764,280
20260409022322,5602.297894010358,10979.146346749005,81.1518998414887,661.3235864989699,761,283
20260409032330,5602.297894010358,10979.146346749005,81.1518998414887,661.3235864989699,761,283
20260409042319,5602.297894010358,10979.146346749005,81.1518998414887,661.3235864989699,761,283
20260409052532,4845.78127655449,16544.519959855843,104.72568955764794,2803.6947008601096,998,49
20260409062542,4845.78127655449,16544.519959855843,104.72568955764794,2803.6947008601096,998,49
20260409072538,4845.78127655449,16544.519959855843,104.72568955764794,2803.6947008601096,998,49
20260409082600,4845.78127655449,16544.519959855843,104.72568955764794,2803.6947008601096,998,49
20260409092551,4845.78127655449,16544.519959855843,104.72568955764794,2803.6947008601096,998,49
20260409102359,5479.599224344087,11739.729056934144,75.91862111277914,853.5963067190709,854,196
20260409112400,5610.611508435015,11889.08920721629,80.08199694284426,35.21365758947453,844,207
20260409122358,5544.446115697574,11362.01890328643,80.78192739252353,201.93390957992315,830,221
20260409132344,4815.079051837002,11022.922816499256,64.52308282810738,-295.4619141309065,822,229
20260409142401,4815.079051837002,11022.922816499256,64.52308282810738,-295.4619141309065,822,229
20260409152356,4815.079051837002,11022.922816499256,64.52308282810738,-295.4619141309065,822,229
20260409162356,4815.079051837002,11022.922816499256,64.52308282810738,-295.4619141309065,822,229
20260409172355,4815.079051837002,11022.922816499256,64.52308282810738,-295.4619141309065,822,229
20260409182351,5820.506861464884,13633.597944563597,104.00398966037298,1223.4908849167346,786,270
20260409192338,6075.642599488425,12908.974230888496,102.71969063674511,1316.8811821030122,784,273
20260409202401,5944.94922019797,13287.403201230032,100.1422177901412,1391.6638269581235,778,279
20260409212412,5793.9979321465225,13539.90863937843,105.4176376511197,1442.1302633118612,776,283
20260409222418,5668.864726511287,13117.203008400244,101.33362500609245,1340.4206951764254,773,287
20260409232326,5718.836387657429,12586.677672648046,97.0755816451662,1130.792511012323,772,289
20260410002336,5691.631440034302,12545.483775047882,96.72202916761968,1139.9042162124424,772,291
20260410012353,5691.631440034302,12545.483775047882,96.72202916761968,1139.9042162124424,772,291
20260410022400,5667.401926412867,12941.805718758567,101.70098450804012,1207.8332395304478,771,297
20260410032419,5652.392541653911,12920.511528997604,101.42445983309878,1172.3830972351557,771,298
20260410042355,5651.721400714314,12920.159811729303,101.42202885003825,1173.054238174753,771,298
20260410052601,4439.939463097019,8623.159378203114,57.97141680997736,153.02063228655166,1020,49
20260410062518,4439.939463097019,8623.159378203114,57.97141680997736,153.02063228655166,1020,49
20260410072519,4439.939463097019,8623.159378203114,57.97141680997736,153.02063228655166,1020,49
20260410082543,4439.939463097019,8623.159378203114,57.97141680997736,153.02063228655166,1020,49
20260410092548,4439.939463097019,8623.159378203114,57.97141680997736,153.02063228655166,1020,49
20260410102534,4439.939463097019,8623.159378203114,57.97141680997736,153.02063228655166,1020,49
20260410112549,4439.939463097019,8623.159378203114,57.97141680997736,153.02063228655166,1020,49
20260410122409,6117.925996805336,15523.541074135434,108.57051034818484,1598.0622136555028,838,233
20260410132407,6117.925996805336,15523.541074135434,108.57051034818484,1598.0622136555028,838,233
20260410142403,6117.925996805336,15523.541074135434,108.57051034818484,1598.0622136555028,838,233
20260410152354,6117.925996805336,15523.541074135434,108.57051034818484,1598.0622136555028,838,233
20260410162356,6117.925996805336,15523.541074135434,108.57051034818484,1598.0622136555028,838,233
20260410172359,6117.925996805336,15523.541074135434,108.57051034818484,1598.0622136555028,838,233
20260410182407,6117.925996805336,15523.541074135434,108.57051034818484,1598.0622136555028,838,233
20260410192406,6117.925996805336,15523.541074135434,108.57051034818484,1598.0622136555028,838,233
20260410202403,6117.925996805336,15523.541074135434,108.57051034818484,1598.0622136555028,838,233
20260410212354,5903.4224191366375,13883.730410025126,104.6693658910618,1423.6519597221725,795,280
20260410222353,5901.5183268581495,13862.703881251193,104.570384967598,1437.6901110714932,795,281
20260410232352,5723.41707291475,13341.311065811393,93.99865205181824,1175.7363112764249,794,283
20260411002359,5724.830500476587,13341.58621909812,94.0614434975035,1177.1497388382622,794,283
20260411012335,5769.237732254743,13283.173101678778,99.75117365411842,1384.3204751515127,791,289
20260411022335,5645.734118209401,13089.23659412242,96.13866677951602,1123.4075734539715,789,292
20260411032401,5605.1097972929065,13525.462348431329,97.70939032566606,1415.6093763672036,788,296
20260411042339,5599.163004332945,13467.00765523883,97.36527992900304,1411.179202442276,788,299
20260411052530,3714.838018637591,5300.244491120944,68.6011239965368,-302.2383644513615,1040,49
20260411062617,4359.524092751538,7598.243198737957,67.24977532129716,259.9346996302529,1002,87
20260411072637,4255.922728493792,7589.028444597095,59.02025898885175,468.7255344131119,974,116
20260411082544,4255.922728493792,7589.028444597095,59.02025898885175,468.7255344131119,974,116
20260411092649,4255.922728493792,7589.028444597095,59.02025898885175,468.7255344131119,974,116
20260411102600,4255.922728493792,7589.028444597095,59.02025898885175,468.7255344131119,974,116
20260411112628,4255.922728493792,7589.028444597095,59.02025898885175,468.7255344131119,974,116
20260411122402,6012.58742991183,16176.01711742358,115.91984426623505,1773.5890210622715,876,219
20260411132512,6012.58742991183,16176.01711742358,115.91984426623505,1773.5890210622715,876,219
20260411142400,5856.845176515243,14787.666585190402,104.74995055534896,1324.8837742991586,859,243
20260411152422,6034.780172535613,15463.91577009217,110.77611500279728,1591.796895812843,851,251
20260411162407,6034.780172535613,15463.91577009217,110.77611500279728,1591.796895812843,851,251
20260411172345,6034.780172535613,15463.91577009217,110.77611500279728,1591.796895812843,851,251
20260411182401,5902.001415574071,14926.105111066856,107.71226228503488,1505.4992835341943,839,267
20260411192350,5902.001415574071,14926.105111066856,107.71226228503488,1505.4992835341943,839,267
20260411202349,5902.001415574071,14926.105111066856,107.71226228503488,1505.4992835341943,839,267
20260411212355,5902.001415574071,14926.105111066856,107.71226228503488,1505.4992835341943,839,267
20260411222347,5939.524637617753,15082.114417683168,105.0505838376765,1365.5686380740035,833,276
20260411232351,5939.524637617753,15082.114417683168,105.0505838376765,1365.5686380740035,833,276
20260412002458,5939.524637617753,15082.114417683168,105.0505838376765,1365.5686380740035,833,276
20260412012410,5939.524637617753,15082.114417683168,105.0505838376765,1365.5686380740035,833,276
20260412022402,6035.255708428474,14867.949475941452,107.11042684164292,1379.2504625974912,826,284
20260412032352,6018.321150911555,14842.015183968477,106.80246923538348,1378.65276559226,826,285
20260412042345,6018.321150911555,14842.015183968477,106.80246923538348,1378.65276559226,826,285
20260412052537,3793.513634651845,5351.925245466509,74.60735424715274,2410.722393406191,1064,49
20260412062538,3793.513634651845,5351.925245466509,74.60735424715274,2410.722393406191,1064,49
20260412072539,3793.513634651845,5351.925245466509,74.60735424715274,2410.722393406191,1064,49
20260412082523,3793.513634651845,5351.925245466509,74.60735424715274,2410.722393406191,1064,49
20260412092501,4761.357519309376,12093.951107610032,79.06653671399138,360.0221655624288,938,178
20260412102553,4761.357519309376,12093.951107610032,79.06653671399138,360.0221655624288,938,178
20260412112526,4761.357519309376,12093.951107610032,79.06653671399138,360.0221655624288,938,178
20260412122530,4761.357519309376,12093.951107610032,79.06653671399138,360.0221655624288,938,178
20260412132406,4533.670435649265,11057.089441462977,69.33718744878396,-76.18001900223021,885,231
20260412142423,4643.872693345165,10991.322683488352,73.05637126881724,251.27921578545724,876,240
20260412152359,4927.831069211463,10991.95399762852,87.15040901308188,1201.903020245287,868,248
20260412162401,4921.790240787003,12898.84532738238,85.74437249186086,765.4938142428825,863,253
20260412172444,5480.333062923825,13023.004319340287,100.00211225874187,2018.4018341616847,859,257
20260412182407,5059.46715799586,12802.515958554088,85.65813825645743,931.5676372203812,856,260
20260412192402,5800.046471814658,14573.80707381205,107.4842583311753,1389.526357080373,851,265
20260412202406,5708.251461382599,14035.904457752678,102.28253588092016,1276.0147436226398,849,267
20260412212359,5728.442191336209,14516.567468804176,102.68824066198624,1340.8691474236812,846,270
20260412222343,5788.301285059364,14539.434173241902,106.4164089169277,1361.790668176198,841,275
20260412232438,5201.548351214397,12618.711444338513,80.23594503238986,340.5623928775048,840,276
20260413002349,5762.152899986853,14935.20400169095,104.36645908430032,1176.2969157514526,839,278
20260413012358,5762.152899986853,14935.20400169095,104.36645908430032,1176.2969157514526,839,278
20260413022415,5859.834069038787,14657.350434838056,102.50696020895882,1315.9193512510392,836,282
20260413032403,5859.834069038787,14657.350434838056,102.50696020895882,1315.9193512510392,836,282
20260413042419,5859.834069038787,14657.350434838056,102.50696020895882,1315.9193512510392,836,282
20260413052406,5859.834069038787,14657.350434838056,102.50696020895882,1315.9193512510392,836,282
20260413062413,5859.834069038787,14657.350434838056,102.50696020895882,1315.9193512510392,836,282
20260413072411,5859.834069038787,14657.350434838056,102.50696020895882,1315.9193512510392,836,282
20260413082401,5859.834069038787,14657.350434838056,102.50696020895882,1315.9193512510392,836,282
20260413092411,5859.834069038787,14657.350434838056,102.50696020895882,1315.9193512510392,836,282
20260413102358,5859.834069038787,14657.350434838056,102.50696020895882,1315.9193512510392,836,282
20260413112441,5859.834069038787,14657.350434838056,102.50696020895882,1315.9193512510392,836,282
20260413122438,5859.834069038787,14657.350434838056,102.50696020895882,1315.9193512510392,836,282
20260413132442,5859.834069038787,14657.350434838056,102.50696020895882,1315.9193512510392,836,282
20260413142429,5859.834069038787,14657.350434838056,102.50696020895882,1315.9193512510392,836,282
20260413152419,5859.834069038787,14657.350434838056,102.50696020895882,1315.9193512510392,836,282
20260413162441,5859.834069038787,14657.350434838056,102.50696020895882,1315.9193512510392,836,282
20260413172430,5859.834069038787,14657.350434838056,102.50696020895882,1315.9193512510392,836,282
20260413182449,5859.834069038787,14657.350434838056,102.50696020895882,1315.9193512510392,836,282
20260413183430,5859.834069038787,14657.350434838056,102.50696020895882,1315.9193512510392,836,282
20260413192423,5949.989537495245,13889.158456561572,96.90137400218109,1094.5578213274243,858,263
20260413202424,5949.989537495245,13889.158456561572,96.90137400218109,1094.5578213274243,858,263
20260413212427,5949.989537495245,13889.158456561572,96.90137400218109,1094.5578213274243,858,263
20260413222351,5949.989537495245,13889.158456561572,96.90137400218109,1094.5578213274243,858,263
20260413232419,5949.989537495245,13889.158456561572,96.90137400218109,1094.5578213274243,858,263
20260414002409,5949.989537495245,13889.158456561572,96.90137400218109,1094.5578213274243,858,263
20260414012425,5949.989537495245,13889.158456561572,96.90137400218109,1094.5578213274243,858,263
20260414022414,5949.989537495245,13889.158456561572,96.90137400218109,1094.5578213274243,858,263
20260414032409,5949.989537495245,13889.158456561572,96.90137400218109,1094.5578213274243,858,263
20260414042418,5949.989537495245,13889.158456561572,96.90137400218109,1094.5578213274243,858,263
20260414052412,5949.989537495245,13889.158456561572,96.90137400218109,1094.5578213274243,858,263
20260414062405,5949.989537495245,13889.158456561572,96.90137400218109,1094.5578213274243,858,263
20260414072357,5949.989537495245,13889.158456561572,96.90137400218109,1094.5578213274243,858,263
20260414082407,5949.989537495245,13889.158456561572,96.90137400218109,1094.5578213274243,858,263
20260414092554,6504.420175425711,14925.564815453588,101.99261473500248,1038.0962642605025,959,173
20260414102512,6387.51311405144,14565.324781066569,100.06374778689955,1143.7489452545617,939,193
20260414112518,6387.51311405144,14565.324781066569,100.06374778689955,1143.7489452545617,939,193
20260414122526,6387.51311405144,14565.324781066569,100.06374778689955,1143.7489452545617,939,193
20260414132541,6387.51311405144,14565.324781066569,100.06374778689955,1143.7489452545617,939,193
20260414142511,6387.51311405144,14565.324781066569,100.06374778689955,1143.7489452545617,939,193
20260414152529,6387.51311405144,14565.324781066569,100.06374778689955,1143.7489452545617,939,193
20260414162518,6387.51311405144,14565.324781066569,100.06374778689955,1143.7489452545617,939,193
20260414172518,6387.51311405144,14565.324781066569,100.06374778689955,1143.7489452545617,939,193
20260414182513,6387.51311405144,14565.324781066569,100.06374778689955,1143.7489452545617,939,193
20260414192515,6387.51311405144,14565.324781066569,100.06374778689955,1143.7489452545617,939,193
20260414202519,6387.51311405144,14565.324781066569,100.06374778689955,1143.7489452545617,939,193
20260414212505,6387.51311405144,14565.324781066569,100.06374778689955,1143.7489452545617,939,193
20260414222507,6387.51311405144,14565.324781066569,100.06374778689955,1143.7489452545617,939,193
20260414232355,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415002413,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415012329,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415022357,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415032342,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415042344,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415052328,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415062330,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415072338,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415082341,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415092333,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415102352,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415112409,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415122351,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415132354,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415142428,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415152401,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415162400,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415172339,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415182420,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415192409,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415202349,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415212354,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415222346,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260415232401,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260416002407,6478.662064815352,15004.96259329962,108.1941981277148,1038.293691349366,864,281
20260416012430,6229.939762956767,14827.008532745633,102.57647216065632,546.3542275070596,883,321
20260416022436,6229.939762956767,14827.008532745633,102.57647216065632,546.3542275070596,883,321
20260416032413,6212.402228559197,14785.43650647827,102.0352797638802,522.1435918954717,883,323
20260416042414,6212.402228559197,14785.43650647827,102.0352797638802,522.1435918954717,883,323
20260416052420,6212.402228559197,14785.43650647827,102.0352797638802,522.1435918954717,883,323
20260416062412,6212.402228559197,14785.43650647827,102.0352797638802,522.1435918954717,883,323
20260416072409,6212.402228559197,14785.43650647827,102.0352797638802,522.1435918954717,883,323
20260416082528,5990.385980459647,13582.921351331484,74.36635758702069,1693.220963418489,1078,144
20260416092602,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260416102551,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260416112544,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260416122626,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260416132630,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260416142621,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260416152621,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260416162630,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260416172621,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260416182605,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260416192643,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260416202642,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260416212547,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260416222659,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260416232640,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260417002629,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260417012636,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260417022704,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260417032634,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260417042659,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260417052649,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260417062643,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260417072615,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260417082606,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260417092633,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
20260417102611,6470.719016938586,16568.75714231921,114.8572331908494,1447.1102005096752,1058,165
